Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
9	541918	544967	VIT_09s0002g00800
19	4533592	4534146	VIT_19s0014g04230
14	21553355	21554075	VIT_14s0006g03080
19	6628732	6632669	VIT_19s0090g00490
3	12485372	12485512	VIT_03s0167g00150
17	1553776	1569563	VIT_17s0000g01980
8	14093338	14106278	VIT_08s0040g03140
5	8304325	8304834	VIT_05s0049g01210
14	671322	676730	VIT_14s0060g00840
5	14365888	14385337	VIT_05s0029g00180
3	5832926	5833945	VIT_03s0063g02610
14	23585947	23586226	VIT_14s0083g01190
3	18574618	18584369	VIT_03s0017g02040
Un	5325973	5328148	VIT_00s0160g00270
8	17243123	17250890	VIT_08s0007g03250
19	22905452	22906585	VIT_19s0085g00520
Un	12751819	12756412	VIT_00s0208g00110
7	17404970	17410595	VIT_07s0031g01320
4	20125857	20127356	VIT_04s0023g03590
16	18814216	18822012	VIT_16s0050g01870
15	19408867	19414610	VIT_15s0046g02660
3	4031916	4040562	VIT_03s0063g00500
19	6696771	6697325	VIT_19s0090g00600
13	3690888	3696871	VIT_13s0019g02440
4	2395600	2398920	VIT_04s0008g02900
12	5931092	5935262	VIT_12s0059g01020
15	14543328	14546907	VIT_15s0048g00430
1	11599830	11601712	VIT_01s0026g02190
12	5089057	5091513	VIT_12s0059g00190
6	3269349	3275746	VIT_06s0004g02640
4	16695702	16700045	VIT_04s0023g00480
3	6101310	6105927	VIT_03s0180g00170
14	29909780	29915076	VIT_14s0108g01270
8	3793200	3795678	VIT_08s0032g00510
7	12640641	12640853	VIT_07s0095g00230
10	8988700	8993466	VIT_10s0003g05030
18	5822106	5822966	VIT_18s0001g07560
11	17767743	17771542	VIT_11s0052g00420
9	2678232	2678776	VIT_09s0002g02970
3	4346010	4349615	VIT_03s0063g00900
13	4328384	4335361	VIT_13s0019g03270
Un	31871393	31893338	VIT_00s0561g00030
Un	11531965	11532654	VIT_00s0201g00080
7	15540265	15554778	VIT_07s0129g00270
18	22077207	22079576	VIT_18s0075g00540
Un	8639435	8641290	VIT_00s0184g00180
9	7353121	7373999	VIT_09s0002g07310
3	4941201	4941937	VIT_03s0063g01490
14	26178367	26179543	VIT_14s0171g00350
11	18119314	18121325	VIT_11s0052g00630
14	3154938	3155144	VIT_14s0128g00560
5	22332804	22335746	VIT_05s0102g00370
9	20876871	20897935	VIT_09s0054g00370
9	9890241	9890925	VIT_09s0002g08680
11	12633888	12634489	VIT_11s0078g00400
9	12952152	12952451	VIT_09s0070g00040
13	14952141	14952932	VIT_13s0175g00090
17	7228008	7230687	VIT_17s0000g06670
9	3004166	3012627	VIT_09s0002g03300
3	3658279	3664745	VIT_03s0063g00100
8	12706737	12721958	VIT_08s0040g01590
1	1467398	1495262	VIT_01s0011g01640
1	9877899	9880443	VIT_01s0026g00950
1	6034327	6035646	VIT_01s0011g06240
9	8441506	8443766	VIT_09s0002g07920
17	6148117	6149171	VIT_17s0000g05650
17	15154115	15154728	VIT_17s0053g00450
17	3846664	3879071	VIT_17s0000g03930
7	20695409	20704468	VIT_07s0130g00390
12	22005656	22008887	VIT_12s0035g01820
11	18615960	18633122	VIT_11s0052g00980
Un	11210066	11213944	VIT_00s0199g00190
16	7956444	7957515	VIT_16s0013g01390
18_random	1616711	1618981	VIT_18s0001g00880
14	29133872	29134792	VIT_14s0108g00360
Un	9838037	9840134	VIT_00s0189g00100
8	20638640	20639376	VIT_08s0007g07000
5	3253339	3274840	VIT_05s0020g01570
14	6973561	6979774	VIT_14s0030g01970
Un	38076387	38077428	VIT_00s1235g00030
Un	23455414	23464065	VIT_00s0324g00090
9	451021	451451	VIT_09s0002g00670
14	5971017	5973267	VIT_14s0030g01370
19	6892808	6896167	VIT_19s0090g00850
Un	23002964	23004061	VIT_00s0317g00030
14	24235845	24236264	VIT_14s0068g00480
16	613506	616051	VIT_16s0039g01120
18	17424851	17427601	VIT_18s0086g00210
5	12262108	12304008	VIT_05s0051g00930
8	20149390	20170671	VIT_08s0007g06370
4	2404971	2406300	VIT_04s0008g02920
Un	19165026	19168667	VIT_00s0265g00030
3	5851042	5858003	VIT_03s0063g02630
14	19431265	19432951	VIT_14s0006g02170
11	7242791	7244218	VIT_11s0149g00340
1	6158391	6160636	VIT_01s0011g06350
19	6519954	6524268	VIT_19s0090g00370
12	8053097	8056744	VIT_12s0134g00410
6	6717193	6776592	VIT_06s0004g05970
6	4866844	4869598	VIT_06s0004g03930
5	21181077	21183569	VIT_05s0124g00580
3	11175798	11190743	VIT_03s0097g00660
11	3138660	3143394	VIT_11s0016g03850
3	2676536	2679781	VIT_03s0038g03720
13	23034188	23056322	VIT_13s0064g01150
Un	9002763	9005348	VIT_00s0187g00030
16	19772765	19773255	VIT_16s0050g02730
Un	32989595	32989639	VIT_00s0615g00040
9	3709751	3711387	VIT_09s0002g04010
4	23170212	23225736	VIT_04s0044g01570
6	13743687	13745250	VIT_06s0009g01740
4	8484123	8488395	VIT_04s0069g00550
13	4524761	4525730	VIT_13s0019g03450
Un	23719688	23719940	VIT_00s0332g00070
7	2874719	2875131	VIT_07s0005g00060
4	12078474	12096357	VIT_04s0159g00020
16	21712090	21712399	VIT_16s0098g01550
6	8320184	8333020	VIT_06s0004g07560
8	3487786	3489967	VIT_08s0032g00380
Un	20749980	20750381	VIT_00s0279g00010
19	3620267	3623390	VIT_19s0014g03480
11	448473	458648	VIT_11s0016g00460
2	5602092	5602465	VIT_02s0236g00170
1	22389705	22391241	VIT_01s0146g00530
18	8244437	8245150	VIT_18s0001g09860
13	11934886	11937033	VIT_13s0101g00250
12	3041043	3042154	VIT_12s0028g02260
Un	31552754	31561139	VIT_00s0540g00020
14	23320331	23341036	VIT_14s0083g01030
Un	30157322	30161001	VIT_00s0480g00010
4	21074080	21075093	VIT_04s0044g00340
18	6555832	6559893	VIT_18s0001g08110
18	27919293	27920966	VIT_18s0089g00170
1	19466244	19475390	VIT_01s0010g02370
2	2531227	2532555	VIT_02s0025g02970
5	23471565	23473345	VIT_05s0094g00080
5	15580283	15589544	VIT_05s0029g00620
15	12235112	12235735	VIT_15s0021g01610
6	2401351	2401566	VIT_06s0004g01940
6	20694212	20696017	VIT_06s0080g00660
12	20625246	20627584	VIT_12s0035g00980
6	18179439	18181407	VIT_06s0061g00670
Un	10633829	10636215	VIT_00s0194g00140
12	20973787	20974667	VIT_12s0035g01170
12	12742212	12743985	VIT_12s0055g00160
1	1315728	1316044	VIT_01s0011g01500
14	27671486	27684278	VIT_14s0066g01180
14	24246986	24247718	VIT_14s0068g00510
13_random	386277	389908	VIT_13s0067g00710
14	1120774	1126156	VIT_14s0060g01430
Un	20332150	20332293	VIT_00s0274g00020
9	367421	369043	VIT_09s0002g00500
Un	20016316	20020294	VIT_00s0270g00130
19	8904729	8910026	VIT_19s0015g00770
8	16773047	16774062	VIT_08s0007g02670
6	510833	518216	VIT_06s0004g00390
10	6891472	6893683	VIT_10s0003g04060
13	20489743	20490595	VIT_13s0139g00240
Un	26219279	26221959	VIT_00s0372g00070
8	21080341	21085324	VIT_08s0007g07590
16	15196653	15199479	VIT_16s0022g02460
6	15354112	15355915	VIT_06s0009g02590
19	3738208	3741107	VIT_19s0014g03630
Un	37582222	37586524	VIT_00s1034g00010
15	1162259	1162432	VIT_15s0024g00680
8	20881458	20884063	VIT_08s0007g07260
6	7771781	7777343	VIT_06s0004g07030
14	26345828	26347751	VIT_14s0219g00030
17	5802111	5808190	VIT_17s0000g05310
18	11331768	11334686	VIT_18s0001g13290
7_random	739115	739914	VIT_07s0151g00060
11	319044	321311	VIT_11s0016g00310
1	5015889	5018170	VIT_01s0011g05380
Un	29841293	29849739	VIT_00s0469g00040
7	13480832	13499997	VIT_07s0095g00740
3	14489675	14494899	VIT_03s0017g00270
13	3366729	3371506	VIT_13s0019g02070
7	1714427	1715859	VIT_07s0104g00470
3	2267330	2269546	VIT_03s0038g03150
7	15199683	15227247	VIT_07s0205g00120
6	4348963	4349325	VIT_06s0004g03500
18	21968851	21969182	VIT_18s0075g00490
7	5849315	5860879	VIT_07s0005g03040
16_random	317782	318497	VIT_16s0039g00620
14	7966489	7970804	VIT_14s0081g00280
7	14731116	14734783	VIT_07s0197g00230
1	4546746	4556031	VIT_01s0011g04890
15	15171973	15174184	VIT_15s0048g01050
1	1640477	1643816	VIT_01s0011g01900
9	4464839	4472980	VIT_09s0002g04880
12	18720504	18724583	VIT_12s0034g02310
17	1537383	1538551	VIT_17s0000g01970
1	3046873	3051454	VIT_01s0011g03370
15	18268603	18272086	VIT_15s0046g01270
17	10798222	10803874	VIT_17s0000g09210
7	15634457	15637876	VIT_07s0129g00380
5	3470098	3470417	VIT_05s0020g01750
1	9947501	9962409	VIT_01s0026g01010
1	4436645	4438196	VIT_01s0011g04820
Un	28630071	28630685	VIT_00s0425g00020
6	7057170	7061114	VIT_06s0004g06270
17	1857317	1861423	VIT_17s0000g02230
17	14820217	14828417	VIT_17s0053g00280
1	20144272	20144503	VIT_01s0010g03100
8	20404886	20408769	VIT_08s0007g06740
2	17609691	17614793	VIT_02s0087g00340
1	5660726	5662444	VIT_01s0011g05890
7	4026639	4028453	VIT_07s0005g01500
19	2951996	2954550	VIT_19s0014g02860
3	880653	881315	VIT_03s0038g01150
12	319505	324921	VIT_12s0142g00390
15	14359100	14373239	VIT_15s0048g00240
19	2785039	2789636	VIT_19s0014g02730
Un	37790120	37795592	VIT_00s1194g00010
7	894759	895629	VIT_07s0151g00370
4	18219167	18219838	VIT_04s0023g01680
9	4813804	4820015	VIT_09s0002g05120
7	17453387	17454868	VIT_07s0031g01370
4	11595050	11598012	VIT_04s0079g00720
12	6403314	6404449	VIT_12s0059g01460
19	5716035	5719590	VIT_19s0014g05330
16	21010767	21014176	VIT_16s0098g00580
19	23036754	23037511	VIT_19s0085g00620
11	15145422	15145595	VIT_11s0065g01080
Un	20814296	20815126	VIT_00s0279g00100
3	1915764	1917733	VIT_03s0038g02730
2	7180186	7183125	VIT_02s0012g01150
9	16508398	16516603	VIT_09s0018g00430
14	28677309	28678881	VIT_14s0066g02510
10	10721148	10732597	VIT_10s0003g05730
1	4191249	4191757	VIT_01s0011g04650
Un	21379890	21380684	VIT_00s0285g00080
Un	1166948	1167390	VIT_00s0125g00040
2	2943402	2948110	VIT_02s0025g03450
13_random	1410803	1425704	VIT_13s0067g02620
18	7322747	7323479	VIT_18s0001g08820
8	14724594	14728150	VIT_08s0007g00420
14	25633234	25634255	VIT_14s0068g01970
1	19042635	19047780	VIT_01s0010g02100
7	4190761	4191217	VIT_07s0005g01700
15	12452586	12455526	VIT_15s0021g01800
Un	40876805	40879334	VIT_00s2006g00010
Un	24132518	24135618	VIT_00s0338g00020
Un	17810140	17811303	VIT_00s0253g00080
3	1502133	1506299	VIT_03s0038g02190
18	6464840	6466905	VIT_18s0001g08010
19	2987871	3003816	VIT_19s0014g02890
9	3586551	3601576	VIT_09s0002g03880
14	26857455	26862244	VIT_14s0066g00340
11	14858617	14874229	VIT_11s0065g00860
13	17254754	17258001	VIT_13s0047g00720
1	2253605	2261314	VIT_01s0011g02480
5	2734931	2737282	VIT_05s0020g00910
18	3822948	3829597	VIT_18s0001g04340
Un	42824434	42826160	VIT_00s2733g00010
4	4545259	4550148	VIT_04s0008g05060
5	1661	4454	VIT_05s0077g00010
18	4610459	4612060	VIT_18s0001g06080
Un	15526799	15527689	VIT_00s0229g00170
Un	23615463	23617006	VIT_00s0327g00030
7	15570781	15574407	VIT_07s0129g00290
4	3380189	3381341	VIT_04s0008g04050
Un	5110267	5115965	VIT_00s0160g00090
5	11296409	11297215	VIT_05s0051g00520
3	11113656	11140621	VIT_03s0097g00620
11	2521015	2527145	VIT_11s0016g03150
6	17649270	17652697	VIT_06s0061g00290
14	3473359	3479371	VIT_14s0128g00930
18	8738657	8742739	VIT_18s0001g10420
5	1350968	1369931	VIT_05s0077g01730
16	19678063	19685985	VIT_16s0050g02670
18	11801940	11803508	VIT_18s0001g13830
Un	11936179	11952451	VIT_00s0203g00100
5	23457938	23461464	VIT_05s0094g00060
Un	41568362	41568821	VIT_00s2290g00010
13	14826542	14833239	VIT_13s0073g00700
10	10886899	10887762	VIT_10s0003g05760
5	7611242	7613351	VIT_05s0049g00560
14	1251632	1255822	VIT_14s0060g01560
18	1677718	1683511	VIT_18s0001g00960
4	19395299	19397804	VIT_04s0023g02820
13	620069	633212	VIT_13s0067g01130
6	16435634	16439281	VIT_06s0009g03230
15	357595	363236	VIT_15s0024g00260
13	4036983	4043382	VIT_13s0019g02830
12	8023972	8027078	VIT_12s0134g00390
8	18591110	18593322	VIT_08s0007g04650
7	15744936	15748796	VIT_07s0129g00520
10	964280	971029	VIT_10s0116g01710
12	4558806	4593022	VIT_12s0028g03700
19	3974721	3975187	VIT_19s0014g03870
19	23168379	23168670	VIT_19s0085g00710
18	978419	983077	VIT_18s0122g01410
6	9155503	9213440	VIT_06s0004g08350
14	27565345	27571834	VIT_14s0066g01100
10	7492804	7542892	VIT_10s0003g04360
9	7521788	7524230	VIT_09s0002g07480
15	10691713	10694734	VIT_15s0021g00850
15	17115387	17115722	VIT_15s0046g00010
Un	13000000	13020905	VIT_00s0211g00180
4	1119717	1127998	VIT_04s0008g01370
5	15463871	15464144	VIT_05s0029g00570
5	13060246	13061243	VIT_05s0051g01080
9	2047331	2048290	VIT_09s0002g02230
19	12105537	12106195	VIT_19s0015g02320
4	17933799	17936757	VIT_04s0023g01430
12	18903515	18910168	VIT_12s0034g02400
18	5470407	5476250	VIT_18s0001g07230
15	19416086	19416211	VIT_15s0046g02670
12	3054480	3058942	VIT_12s0028g02280
4	2187359	2191299	VIT_04s0008g02650
10	2635798	2636683	VIT_10s0003g01290
6	1215711	1218999	VIT_06s0004g01120
16	21111615	21114979	VIT_16s0098g00760
18	5687109	5688423	VIT_18s0001g07450
1	7153788	7167857	VIT_01s0137g00640
6	6809022	6813549	VIT_06s0004g06010
5	9780243	9786188	VIT_05s0049g02150
12_random	1168664	1177316	VIT_12s0028g00580
4	23692501	23693812	VIT_04s0044g01890
4	19827675	19828334	VIT_04s0023g03290
7	18154902	18171410	VIT_07s0031g02020
12	8943829	8946035	VIT_12s0057g00310
2	5202974	5204864	VIT_02s0154g00400
5	5713010	5714251	VIT_05s0020g04030
13	12002049	12007928	VIT_13s0101g00310
14	5494527	5496359	VIT_14s0030g01090
17	6996530	7022079	VIT_17s0000g06420
10	222831	224588	VIT_10s0116g00480
5	23589672	23590620	VIT_05s0094g00270
14	708847	713525	VIT_14s0060g00920
11	13509591	13529415	VIT_11s0065g00150
18	8948470	8950674	VIT_18s0001g10640
18	9289407	9305958	VIT_18s0001g10980
Un	42004237	42005091	VIT_00s2438g00020
7	702390	707008	VIT_07s0141g01070
12	9266351	9268609	VIT_12s0057g00620
4	313464	315952	VIT_04s0008g00390
Un	14725420	14730543	VIT_00s0225g00210
8	327911	334059	VIT_08s0056g00200
8	669749	683863	VIT_08s0056g00440
13	22063688	22069529	VIT_13s0064g00440
Un	7509724	7513041	VIT_00s0179g00260
3	16302154	16303017	VIT_03s0017g00970
12	13761602	13762567	VIT_12s0055g00610
Un	11114221	11134322	VIT_00s0199g00070
5	11135153	11139535	VIT_05s0051g00460
3	13475696	13476379	VIT_03s0110g00430
5	572860	573024	VIT_05s0077g00760
17	5544541	5548234	VIT_17s0000g05070
5	2419711	2422722	VIT_05s0020g00530
Un	14355287	14359908	VIT_00s0222g00040
15	15353619	15366200	VIT_15s0048g01230
18	8617092	8617572	VIT_18s0001g10290
14	23047679	23050334	VIT_14s0083g00840
14	23702632	23703602	VIT_14s0068g00020
7	10153275	10155991	VIT_07s0005g05840
8	964125	964584	VIT_08s0056g00680
14	3551551	3552023	VIT_14s0128g01040
13	21840879	21852936	VIT_13s0064g00320
19	6158376	6161965	VIT_19s0177g00310
8	20950436	20952436	VIT_08s0007g07410
14	29530858	29532769	VIT_14s0108g00850
12	4954188	4955076	VIT_12s0059g00040
2	15250145	15252075	VIT_02s0033g00660
16	3706074	3706481	VIT_16s0115g00150
18	20019050	20019480	VIT_18s0072g00750
8	18144402	18146979	VIT_08s0007g04150
8	21672950	21675646	VIT_08s0007g08330
19	8601631	8609287	VIT_19s0015g00550
2	1628584	1630021	VIT_02s0025g01710
12	14453840	14454966	VIT_12s0055g00990
16	14247023	14247355	VIT_16s0022g01900
7	11461487	11464937	VIT_07s0005g06340
14	29303381	29308226	VIT_14s0108g00560
9	13833667	13843659	VIT_09s0070g00520
15	14004958	14007309	VIT_15s0048g00050
2	213715	215983	VIT_02s0025g00040
9	1135177	1136542	VIT_09s0002g01350
17	10948915	10954856	VIT_17s0000g09350
17	2388619	2392994	VIT_17s0000g02590
4	5201795	5204411	VIT_04s0008g05700
17	10885567	10892759	VIT_17s0000g09320
13	22911900	22914178	VIT_13s0064g01040
3	876348	878337	VIT_03s0038g01140
5	14542718	14543024	VIT_05s0029g00210
14	7445042	7452757	VIT_14s0030g02240
9	2978989	2981667	VIT_09s0002g03250
12	5182864	5183369	VIT_12s0059g00340
2	6488612	6498282	VIT_02s0012g00590
16	18965490	18966198	VIT_16s0050g01990
14	5202593	5203764	VIT_14s0030g00920
5	22971513	22973624	VIT_05s0102g00980
4	17424841	17425259	VIT_04s0023g01010
8	16241061	16244104	VIT_08s0007g02210
Un	32326988	32329060	VIT_00s0583g00030
15	18317677	18324770	VIT_15s0046g01290
18	9817239	9818372	VIT_18s0001g11540
Un	28313887	28315995	VIT_00s0415g00050
Un	10491883	10493453	VIT_00s0193g00150
Un	22363327	22365028	VIT_00s0304g00010
18	23123734	23126823	VIT_18s0117g00050
1	8922597	8933521	VIT_01s0026g00260
16	11342603	11344045	VIT_16s0022g00380
Un	16213588	16218226	VIT_00s0238g00060
9	6884625	6886346	VIT_09s0002g06990
5	15512472	15515241	VIT_05s0029g00590
2	6683686	6683850	VIT_02s0012g00800
7	9069644	9073954	VIT_07s0005g05120
19	23829724	23831847	VIT_19s0085g01140
19	13399178	13400482	VIT_19s0015g02880
Un	20812899	20814295	VIT_00s0279g00090
19	5047512	5053943	VIT_19s0014g04740
15	13472079	13484017	VIT_15s0021g02490
8	7652605	7656300	VIT_08s0105g00400
13	1939232	1954373	VIT_13s0067g03470
1	8886915	8891532	VIT_01s0026g00240
5	2941335	2943313	VIT_05s0020g01170
7	14518760	14519497	VIT_07s0197g00030
3	2757523	2758963	VIT_03s0038g03790
14	26914741	26916344	VIT_14s0066g00400
14	9222993	9223518	VIT_14s0081g00750
9	7011284	7013076	VIT_09s0002g07080
2	12674747	12696922	VIT_02s0109g00230
4	7584394	7584926	VIT_04s0008g07290
3	4708036	4709541	VIT_03s0063g01230
17	1060849	1062539	VIT_17s0000g01490
17	3257049	3260242	VIT_17s0000g03380
14	5563100	5565424	VIT_14s0030g01170
5	3158704	3159842	VIT_05s0020g01450
12	17531014	17535018	VIT_12s0034g01480
17	9614842	9616858	VIT_17s0000g08420
6	3568706	3569365	VIT_06s0004g02840
13	23779806	23790575	VIT_13s0156g00020
11	8481437	8483529	VIT_11s0037g00580
7	18330321	18345331	VIT_07s0031g02190
10	16341693	16342361	VIT_10s0071g00170
Un	27348203	27350819	VIT_00s0396g00050
5	3339230	3340547	VIT_05s0020g01620
3	16128956	16130695	VIT_03s0017g00900
Un	12523801	12527212	VIT_00s0207g00220
14	22353418	22354423	VIT_14s0083g00310
18	1571709	1572066	VIT_18s0001g00830
14	24754869	24755692	VIT_14s0068g00990
4	1464945	1466252	VIT_04s0008g01830
9	4874443	4878669	VIT_09s0002g05200
2	6421750	6433390	VIT_02s0012g00560
7	3120742	3129595	VIT_07s0005g00390
14	26768074	26777158	VIT_14s0066g00210
1	19076733	19077399	VIT_01s0010g02120
3	9525109	9527109	VIT_03s0088g01240
12	5359947	5360364	VIT_12s0059g00510
6	15956471	15958286	VIT_06s0009g02920
12	5149731	5152190	VIT_12s0059g00290
10	5887564	5907585	VIT_10s0003g03500
Un	18968175	18970703	VIT_00s0262g00180
6	4628435	4630155	VIT_06s0004g03660
10	7040724	7052011	VIT_10s0003g04120
19	2461472	2462179	VIT_19s0014g02330
7	10985844	10986760	VIT_07s0005g06160
9	20163264	20165453	VIT_09s0054g00010
14	21693350	21693681	VIT_14s0006g03160
8	9841696	9842672	VIT_08s0058g00720
17	3169117	3179280	VIT_17s0000g03300
9	6487818	6490614	VIT_09s0002g06560
11	10231611	10231907	VIT_11s0037g01140
16	13451100	13455061	VIT_16s0022g01440
Un	33581346	33582988	VIT_00s0652g00010
12	21227200	21230206	VIT_12s0035g01390
1	7268312	7277441	VIT_01s0137g00770
2	10221778	10221987	VIT_02s0012g02580
9	18710215	18716021	VIT_09s0018g01550
12	12027359	12030717	VIT_12s0121g00180
11	17156783	17159193	VIT_11s0052g00130
19	9142663	9146032	VIT_19s0015g01060
14	16033420	16043865	VIT_14s0006g00990
6	9417922	9420749	VIT_06s0004g08480
1	16474223	16475882	VIT_01s0010g00940
4	13620122	13635734	VIT_04s0043g00330
5	24468047	24472674	VIT_05s0094g01140
18	593772	596085	VIT_18s0122g00810
14	11684197	11685092	VIT_14s0036g01070
8	13802791	13803590	VIT_08s0040g02770
3	9506440	9508439	VIT_03s0088g01220
18	11656750	11691457	VIT_18s0001g13660
13	4112675	4113430	VIT_13s0019g02930
18_random	4336041	4344318	VIT_18s0001g05520
7	16377984	16385041	VIT_07s0031g00160
4	18045345	18047176	VIT_04s0023g01500
4	5107215	5116407	VIT_04s0008g05630
16	17352540	17355775	VIT_16s0050g00480
9	3838226	3841972	VIT_09s0002g04190
8	17167523	17169413	VIT_08s0007g03150
1	17507923	17552624	VIT_01s0010g01440
Un	8029023	8030061	VIT_00s0183g00020
2	2851920	2853149	VIT_02s0025g03350
19	1727979	1733475	VIT_19s0014g01640
12	8770227	8770650	VIT_12s0057g00060
5	248868	251242	VIT_05s0077g00430
17	10650213	10651994	VIT_17s0000g09080
4	10272951	10274688	VIT_04s0079g00110
18	1093021	1094144	VIT_18s0001g00040
19	22662410	22670049	VIT_19s0085g00290
1	2786238	2790806	VIT_01s0011g03120
Un	28269946	28272281	VIT_00s0414g00040
15	19708709	19729106	VIT_15s0046g03100
6	18243947	18247168	VIT_06s0061g00710
18	1602601	1612336	VIT_18s0001g00860
18	3445960	3490992	VIT_18s0001g03730
9	10955290	10959002	VIT_09s0002g09180
7_random	923639	926561	VIT_07s0151g00450
1	7835573	7837529	VIT_01s0127g00470
1	12603740	12606608	VIT_01s0026g02750
2	8260058	8260480	VIT_02s0012g01830
14	9813547	9813762	VIT_14s0036g00320
1	6925542	6929045	VIT_01s0137g00400
2	4502567	4502952	VIT_02s0025g05030
12	6838606	6838800	VIT_12s0059g01990
Un	27719300	27731996	VIT_00s0404g00060
14	20172764	20176283	VIT_14s0006g02510
9	20189000	20216811	VIT_09s0054g00030
5	21261670	21262356	VIT_05s0124g00680
6	5175715	5176228	VIT_06s0004g04210
19	271545	275207	VIT_19s0014g00260
Un	12373534	12385284	VIT_00s0207g00070
15	20181869	20188221	VIT_15s0046g03680
10	221185	222109	VIT_10s0116g00470
15	16030939	16031314	VIT_15s0048g01910
13_random	2637237	2644847	VIT_13s0019g00700
11	1835708	1837177	VIT_11s0016g02240
12	10115723	10117844	VIT_12s0057g01380
3	10777679	10805446	VIT_03s0097g00490
18	23126824	23130303	VIT_18s0117g00060
19	21573358	21600084	VIT_19s0027g01470
15	10570038	10570553	VIT_15s0021g00750
14	17076633	17077705	VIT_14s0006g01340
13	4357952	4359106	VIT_13s0019g03300
7	16271611	16275640	VIT_07s0129g01120
14	21747481	21749101	VIT_14s0006g03190
16	21329695	21331591	VIT_16s0098g01050
5	5440366	5440733	VIT_05s0020g03740
1	22891249	22892729	VIT_01s0150g00570
Un	8110192	8110486	VIT_00s0183g00100
5	21017183	21032188	VIT_05s0124g00410
Un	38354566	38358163	VIT_00s1286g00010
3	5459247	5459900	VIT_03s0063g02220
18	7956081	7958237	VIT_18s0001g09510
8	22337871	22340005	VIT_08s0007g09000
6	4420280	4422979	VIT_06s0004g03530
4	8256197	8269048	VIT_04s0069g00330
16	16476944	16478681	VIT_16s0100g01000
3	1252286	1255340	VIT_03s0038g01790
14	7094963	7100835	VIT_14s0030g02050
1_random	372519	372946	VIT_01s0011g00330
9	6967093	6976711	VIT_09s0002g07060
8	7395686	7402780	VIT_08s0105g00290
4	9819406	9820188	VIT_04s0069g01140
12	1094088	1100083	VIT_12s0028g00470
14	8101995	8105970	VIT_14s0081g00350
18	7074678	7076681	VIT_18s0001g08640
Un	10615026	10619363	VIT_00s0194g00110
14	26514357	26516952	VIT_14s0219g00280
8	18228341	18233371	VIT_08s0007g04270
14	22212548	22212995	VIT_14s0083g00190
